Projeto;Chave;Resumo;Tipo de item;Status;Prioridade;Resolução;Responsável;Relator;Criador;Criado;Última visualização;Atualizado(a);Resolvido;Versões afetadas;Versões corrigidas;Componentes;Data limite;Votos;Seguidores;Imagens;Estimativa original;Estimativa de trabalho restante;Tempo gasto;Razão Trabalhada;Subtarefas;Itens associados;Ambiente;Descrição_x;Nível de Segurança;Progresso;Σ de Progresso;Σ de Tempo Gasto;Σ da estimativa de trabalho restante;Σ da Estimativa Original;Categorias;Categoria do status alterada;Categoria do status;Pai;Actual end;Actual start;Approvers;Category;Change reason;Change risk;Change type;Dispositivo;Epic Color;Epic Link;Epic Name;Epic Status;Flagged;Impact;Indisponível ou Inoperante;Issue color;Formulários bloqueados;Formulários abertos;Organizations;Parent Link;Participantes;Project overview key;Project overview status;Rank;Request Type;Responsável pela execução;Sistema Operacional;Sprint;Start date;Status Prazo;Story Points;Story point estimate;Formulários enviados;Target end;Target start;Team;Formulários totais;Unidade;Versão do App;[CHART] Date of First Response;development;Tempo da Primeira Resposta;Tempo de Solução;Data do registro;Pessoa que fez o registro;Tipo;"#JIRA
Card";#Solicitud Quipux;Descrição_y;Equipe;Cliente;Estimativa (h);Versão;Data Pré;Data Produção;Observações;Producto;Unnamed: 13;Responsáveis;Unnamed: 14;Unnamed: 15;Unnamed: 11;Observação;#Solicitud;Produto;"Equipe/Analista
Responsável";"https://www.quipux.com/svn/Arquitectura/Arquitectura%20Script/084_Shopping_brasil/Scripts/SSDD/Back_Version_1.5
"
RJ - Comitê Técnico - Web;OABDRJ-245;Chamada iniciando sem áudio e sem vídeo;Bug;Cancelado;Media;Itens concluídos;Thiago Morina;Igor Silva de Oliveira;Igor Silva de Oliveira;2024-02-02 09:45:00;;22/fev/24 10:28 AM;2024-02-22 10:28:00;;;;;0;2;;;;;;;;;"Primeiro atendimento do dia com cidadão, usando celular próprio em sua residência, foi iniciado sem áudio e sem vídeo para ambas as partes, sendo possível apenas comunicação via chat.

Mesmo após tentativa de reconexão de ambas as partes, o problema permaneceu.";;;;;;;QUIPUX;22/fev/24 10:28 AM;Itens concluídos;Videoconferência;;;;;;;;;;;;;;;;;;;;;;;;0|i00bkn:;;;;;;;;;;;;Nenhum;;;;2024-02-22 10:28:00;;20;20;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-244;Perda de áudio durante  videochamada;Bug;Concluído;Media;Itens concluídos;Thiago Morina;Igor Silva de Oliveira;Igor Silva de Oliveira;2024-02-01 13:39:00;;22/fev/24 12:11 PM;2024-02-22 12:11:00;;;;;0;2;;;;;;;;;"Foi constatado em um atendimento, que quando o cidadão abria o chat ou outra página, a conversa ficava sem áudio.

Não foi possível obter mais detalhes, pois o cidadão afirmou ter conseguido imprimir e não informou o que foi questionado pelo atendente.";;;;;;;QUIPUX;22/fev/24 12:11 PM;Itens concluídos;Videoconferência;;;;;;;;;;;;;;;;;;;;;;;;0|i00bkf:;;;;;;;;;;;;Nenhum;;;;2024-02-22 10:27:00;;20;20;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-243;Senhas, não estão sendo bem distribuídas para os atendentes;Bug;Concluído;Media;Itens concluídos;Thiago Morina;Igor Silva de Oliveira;Igor Silva de Oliveira;2024-01-30 11:52:00;;11/mar/24 12:10 PM;2024-03-11 12:10:00;;;;;0;2;;;;;;;;;A senhas estão caindo algumas vezes seguidas para o mesmo atendente, sendo que outros estão livres.;;;;;;;QUIPUX;11/mar/24 12:10 PM;Itens concluídos;Videoconferência;;;;;;;;;;;;;;;;;;;;;;;;0|i00bif:;;;;;;;;;;;;Nenhum;;;;2024-02-22 10:27:00;;22;41;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-235;Destaque na seleção de documentos;Melhoria;Concluído;Media;Itens concluídos;Thiago Morina;Igor Silva de Oliveira;Igor Silva de Oliveira;2024-01-29 17:09:00;;22/fev/24 12:04 PM;2024-02-22 12:04:00;;;;;0;2;;;;;;;;;A seleção de documentos NIS/PIS/PASEP, precisa de mais destaque pois o cidadão não está percebendo que precisa mudar essa parte do formulário para seguir em frente.;;;;;;;QUIPUX;22/fev/24 12:04 PM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;;;;;;;;;;;;0|i00bf3:;;;;;;;;;;;;Nenhum;;;;2024-02-22 10:11:00;;23;23;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-231;Erro ao acessar Gestão de Solicitação;Bug;Concluído;Media;Itens concluídos;Alex Goulart;Igor Silva de Oliveira;Igor Silva de Oliveira;2024-01-29 12:06:00;21/mai/24 5:01 PM;21/mai/24 5:01 PM;2024-05-21 17:01:00;;;;08/mai/24;0;4;WhatsApp Image 2024-01-29 at 12.00.34.jpeg;;;;;;;;Ao clicar em Gestão de solicitação no Atende, está pedindo para realizar novo login, e ao digitar login e senha aparece a mensagem “Sessão Ativa na tela de login”.;;;;;;;QUIPUX;21/mai/24 5:01 PM;Itens concluídos;Atende;;;;;;;;;;;;;;;;;;;;;;;;0|i00bcf:;;;;;;;;;;;;Nenhum;;;;2024-02-16 11:56:00;;17;113;;Alex;Erro;OABDRJ-231;;Erro ao acessar Gestão de Solicitação;SUPORTE;RJ;;;;;"Reunião entre Luiz Miranda, Alex e Sant para identificar o problema realizada com sucesso no dia 15/05/2024.
Identificada a falha pelo analista Santiago que irá entregar a solução com a máxima urgência. @Luiz Carlos de Miranda ciente e de acordo.

Card resolvido";;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-230;Erro ao gerenciar a emissão da 2° via do RENACH;Bug;Concluído;Media;Itens concluídos;Thiago Morina;Igor Silva de Oliveira;Igor Silva de Oliveira;2024-01-29 12:03:00;;22/fev/24 11:25 AM;2024-02-22 11:25:00;;;;;0;3;WhatsApp Image 2024-01-29 at 11.47.24.jpeg;;;;;;;;Recebemos uma solicitação do serviço 2º via de RENACH mas quando clicamos na solicitação para avaliar aparece um erro impossibilitando a realização do serviço.;;;;;;;QUIPUX;22/fev/24 11:25 AM;Itens concluídos;Atende;;;;;;;;;;;;;;;;;;;;;;;;0|i00bc7:;;;;;;;;;;;;Nenhum;;;;2024-02-16 11:55:00;;17;23;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-229;Agenda fora do ar;Melhoria;Concluído;Media;Itens concluídos;Alex Goulart;Fernanda  Rodrigues;Fernanda  Rodrigues;2024-01-29 11:44:00;;13/mar/24 12:25 AM;2024-03-04 20:37:00;;;;;0;4;;;;;;;;;A agenda ficou fora do ar durante o final de semana e na segunda pela manhã. Correção para que não aconteça novamente.;;;;;;;;04/mar/24 8:37 PM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i00bbz:;;;;;;;;;;;;Nenhum;;;;2024-01-29 12:00:00;;0;35;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-228;Não é possível avaliar pelo Iphone;Bug;Cancelado;Media;Itens concluídos;Thiago Morina;Igor Silva de Oliveira;Igor Silva de Oliveira;2024-01-26 16:25:00;;22/fev/24 10:34 AM;2024-02-22 10:34:00;;;;;0;1;;;;;;;;;Ao final do atendimento, através do Iphone IOS, navegador Safari, não é possível clicar no botão Realizar Pesquisa.;;;;;;;QUIPUX;22/fev/24 10:34 AM;Itens concluídos;Avaliação de atendimento;;;;;;;;;;;;;;;;;;;;;;;;0|i00b5r:;;;;;;;;;;;;Nenhum;;;;2024-02-22 10:33:00;;26;26;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-227;Tela do Atende se deslocando ao pressionar Enter;Bug;Concluído;Media;Itens concluídos;Thiago Morina;Igor Silva de Oliveira;Igor Silva de Oliveira;2024-01-26 16:14:00;;23/mai/24 11:19 AM;2024-05-23 11:19:00;;;;08/mai/24;0;3;;;;;;;;;Durante a videochamada, no uso do chat, quando o atendente pressiona Enter para enviar a mensagem, a tela se desloca para cima, fazendo com que ele precise descer a tela para continuar visualizando o cidadão no video.;;;;;;;QUIPUX;23/mai/24 11:19 AM;Itens concluídos;Atende;;;;;;;;;;;;;;;;;;;;;;;;0|i00b5j:;;;;;;;;;;;;Nenhum;;;;2024-02-22 11:24:00;;26;117;;Alex;Erro;OABDRJ-227;;"No QXmeet, todas as vezes que  o funcionário envia messagem no chat a tela do funcionário é deslocada para baixo
Durante a videochamada, no uso do chat, quando o atendente pressiona Enter para enviar a mensagem, a tela se desloca para cima, fazendo com que ele precise descer a tela para continuar visualizando o cidadão no video.";DESIGN;;;V4.21;2024-02-05 00:00:00;2024-08-05 00:00:00;Card resolvido;RJ;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-226;Não está sendo enviado o e-mail para avaliação.;Bug;Concluído;Media;Itens concluídos;Thiago Morina;Igor Silva de Oliveira;Igor Silva de Oliveira;2024-01-26 15:37:00;;11/mar/24 12:13 PM;2024-03-11 12:13:00;;;;;0;2;;;;;;;;;Ao não avaliar ao final do serviço, não está sendo enviado o e-mail com lembrete para avaliar o atendimento.;;;;;;;QUIPUX;11/mar/24 12:13 PM;Itens concluídos;Avaliação de atendimento;;;;;;;;;;;;;;;;;;;;;;;;0|i00b5b:;;;;;;;;;;;;Nenhum;;;;2024-02-22 10:33:00;;26;44;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-224;Comprovante de renda;Melhoria;Cancelado;Media;Itens concluídos;Thiago Morina;Jheny Ferreira dos Santos;Jheny Ferreira dos Santos;2024-01-26 14:45:00;;22/fev/24 10:07 AM;2024-02-22 10:07:00;;;;;0;2;;;;;;;;;Incluir como campo opcional o envio do documento *_“Comprovante de Renda (Contra cheque ou registro do último emprego na carteira de trabalho)”_* _para_ o *titular do cadastro* e para o *Cônjuge*.;;;;;;;QUIPUX;22/fev/24 10:07 AM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;;;;;;;;;;;;0|i00b4v:;;;;;;;;;;;;Nenhum;;;;2024-02-22 10:07:00;;26;26;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-223;cidadão com problema para anexar e atendente para visualizar anexo;Bug;Cancelado;Media;Itens concluídos;Thiago Morina;Luiz Carlos de Miranda;Luiz Carlos de Miranda;2024-01-26 14:22:00;;16/fev/24 2:44 PM;2024-02-16 14:44:00;;;;;0;2;;;;;;;;;o pessoal está anexando os documentos porém eles não estão abrindo plataforma e o atendente também não consegue abrir o arquivo aqui.;;;;;;;;16/fev/24 2:44 PM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i00b4n:;;;;;;;;;;;;Nenhum;;;;2024-02-07 19:56:00;;12;21;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-220;Avaliação não aparece quando o atendente encerra primeiro;Bug;Concluído;Media;Itens concluídos;Thiago Morina;Jheny Ferreira dos Santos;Jheny Ferreira dos Santos;2024-01-24 16:42:00;;22/mar/24 11:07 AM;2024-03-21 12:01:00;;;;;0;4;Cid não avalia quando aten encerra a ligacao.jpeg;;;;;;;;"Se o atendente encerrar a chamada antes do cidadão, não mostra a opção para o cidadão avaliar.

!image-20240311-151720.png|width=412,height=272!

!Cid não avalia quando aten encerra a ligacao.jpeg|width=1200,height=1600!";;;;;;;QUIPUX;21/mar/24 12:01 PM;Itens concluídos;Videoconferência;;;;;;;;;;;;;;;;;;;;;;;;0|i00b1j:;;;;;;;;;;;;Nenhum;;;;2024-01-26 11:19:00;;1;56;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-219;A avaliação ainda não tá funcionando quando o atendente desliga antes;Bug;Concluído;Media;Itens concluídos;Thiago Morina;Igor Silva de Oliveira;Luiz Carlos de Miranda;2024-01-24 15:08:00;;11/mar/24 12:13 PM;2024-03-11 12:13:00;;;;;0;3;Image (1)-20240131-170858.jpg;;;;;;;;;;;;;;;QUIPUX;11/mar/24 12:13 PM;Itens concluídos;Avaliação de atendimento;;;;;;;;;;;;;;;;purple;;;;;;;;0|i00b1b:;;;;;;;;;;;;Nenhum;;;;2024-02-22 10:33:00;;28;46;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-218;Base de municípios incorreta;Bug;Concluído;Media;Itens concluídos;Alex Goulart;Luiz Carlos de Miranda;Luiz Carlos de Miranda;2024-01-24 11:11:00;;21/mar/24 11:44 AM;2024-03-21 11:44:00;;;;15/mar/24;0;3;image-20240124-141158.png;;;;;;;;!image-20240124-141158.png|width=1254,height=566!;;;;;;;QUIPUX;21/mar/24 11:44 AM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i00b0f:;;;;;;;;;;;;Nenhum;;;;2024-03-04 18:32:00;;40;57;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-217;Tempo de processamento elevado para campos em árvore e lista de valores com muito itens;Bug;Concluído;Media;Itens concluídos;Thiago Morina;Luiz Carlos de Miranda;Luiz Carlos de Miranda;2024-01-24 10:48:00;;22/fev/24 10:22 AM;2024-02-22 10:22:00;;;;;0;2;WhatsApp Image 2024-01-24 at 10.39.05.jpeg;;;;;;;;;;;;;;;QUIPUX;22/fev/24 10:22 AM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i00b07:;;;;;;;;;;;;Nenhum;;;;2024-02-22 10:02:00;;28;28;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-216;Possibilitar cidadão anexar documentos faltantes na solicitação recusada;Melhoria;Cancelado;Media;Itens concluídos;Thiago Morina;Luiz Carlos de Miranda;Luiz Carlos de Miranda;2024-01-23 17:04:00;;24/jan/24 3:57 PM;2024-01-24 09:19:00;;;;;0;2;;;;;;;;;;;;;;;;QUIPUX;24/jan/24 9:19 AM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i00azr:;;;;;;;;;;;;Nenhum;;;;2024-01-24 09:01:00;;0;0;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-215;Revisar templates de SMS;Melhoria;Concluído;Media;Itens concluídos;Fernanda  Rodrigues;Fernanda  Rodrigues;Luiz Carlos de Miranda;2024-01-23 16:55:00;;05/mar/24 6:36 PM;2024-03-05 18:36:00;;;;;0;3;;;;;;;;;;;;;;;;SDC_MKT;05/mar/24 6:36 PM;Itens concluídos;Mensageria;;;;;;;;;;;;;;;;purple;;;;;;;;0|i00azj:;;;;;;;;;;;;Nenhum;;;;2024-02-08 11:41:00;;15;42;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-213;Logout apresentando falhas;Bug;Concluído;Media;Itens concluídos;Luiz Carlos de Miranda;Luiz Carlos de Miranda;Luiz Carlos de Miranda;2024-01-23 13:47:00;;22/fev/24 11:44 AM;2024-02-22 11:44:00;;;;;0;1;;;;;;;;;* Falha no logout: Proderj investigando se o problema está relacionado a intermitência do [http://gov.br|http://gov.br|smart-link] . Caso não seja está causa raiz do problema, será passado para Redhat investigar.;;;;;;;PRODERJ;22/fev/24 11:44 AM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i00az3:;;;;;;;;;;;;Nenhum;;;;;;0;29;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-212;Alteração nos formulários assíncronos;Melhoria;Concluído;Media;Itens concluídos;Thiago Morina;Luiz Carlos de Miranda;Luiz Carlos de Miranda;2024-01-23 13:31:00;;24/jan/24 3:58 PM;2024-01-24 11:06:00;;;;24/jan/24;0;1;;;;;;;;;;;;;;;;QUIPUX;24/jan/24 11:06 AM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i00ayv:;;;;;;;;;;;;Nenhum;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-211;Regra de distribuição das senhas de serviços síncronos;Bug;Concluído;Media;Itens concluídos;Thiago Morina;Luiz Carlos de Miranda;Luiz Carlos de Miranda;2024-01-23 11:51:00;;08/fev/24 12:27 PM;2024-02-08 12:27:00;;;;;0;3;image-20240124-120401.png;;;;;;;;!image-20240124-120401.png|width=576,height=523!;;;;;;;QUIPUX;08/fev/24 12:27 PM;Itens concluídos;Atende;;;;;;;;;;;;;;;;purple;;;;;;;;0|i00axz:;;;;;;;;;;;;Nenhum;;;;2024-01-24 08:54:00;;0;16;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-210;Avaliar mensageria e abordagem para avaliação dos serviços assíncronos;Melhoria;Concluído;Media;Itens concluídos;Fernanda  Rodrigues;Luiz Carlos de Miranda;Luiz Carlos de Miranda;2024-01-23 10:00:00;;19/fev/24 11:47 AM;2024-02-19 11:47:00;;;;;0;2;image-20240126-125518.png;;;;;;;;;;;;;;;SDC_MKT;19/fev/24 11:47 AM;Itens concluídos;Avaliação de atendimento;;;;;;;;;;;;;;;;purple;;;;;;;;0|i00atz:;;;;;;;;;;;;Nenhum;;;;2024-01-26 09:55:00;;2;27;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-209;Alterar o check list do seguro desemprego;Melhoria;Concluído;Media;Itens concluídos;Thiago Morina;Luiz Carlos de Miranda;Luiz Carlos de Miranda;2024-01-22 16:39:00;;24/jan/24 3:59 PM;2024-01-24 11:06:00;;;;;0;1;;;;;;;;;;;;;;;;QUIPUX;24/jan/24 11:06 AM;Itens concluídos;Atende;;;;;;;;;;;;;;;;purple;;;;;;;;0|i00atj:;;;;;;;;;;;;Nenhum;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-208;Serviços não direcionados;Bug;Concluído;Media;Itens concluídos;Thiago Morina;Jheny Ferreira dos Santos;Jheny Ferreira dos Santos;2024-01-22 09:52:00;;24/jan/24 4:02 PM;2024-01-22 16:40:00;;;;;0;1;WhatsApp Image 2024-01-22 at 09.44.02.jpeg;;;;;;;;Os serviços assíncronos não estão sendo direcionados aos atendentes.;;;;;;;QUIPUX;22/jan/24 4:40 PM;Itens concluídos;Atende;;;;;;;;;;;;;;;;;;;;;;;;0|i00asf:;;;;;;;;;;;;Nenhum;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-207;Código para iniciar avaliação;Bug;Concluído;Media;Itens concluídos;Thiago Morina;Jheny Ferreira dos Santos;Jheny Ferreira dos Santos;2024-01-22 09:42:00;;26/jan/24 11:26 AM;2024-01-26 11:26:00;;;;;0;2;WhatsApp Image 2024-01-22 at 09.29.17.jpeg;;;;;;;;Na finalização do atendimento não esta aparecendo automaticamente para o cidadão avaliar, esta solicitando um código antes.;;;;;;;QUIPUX;26/jan/24 11:26 AM;Itens concluídos;Avaliação de atendimento;;;;;;;;;;;;;;;;;;;;;;;;0|i00as7:;;;;;;;;;;;;Nenhum;;;;2024-01-22 16:41:00;;0;4;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-206;Chatbot travando e apresentando falha de comunicação servidor;Bug;Concluído;Media;Itens concluídos;Thiago Morina;Luiz Carlos de Miranda;Luiz Carlos de Miranda;2024-01-22 08:18:00;;24/jan/24 4:03 PM;2024-01-24 15:34:00;;;;;0;1;image-20240122-111835.png;;;;;;;;!image-20240122-111835.png|width=335,height=437!;;;;;;;QUIPUX;24/jan/24 3:34 PM;Itens concluídos;Chatbot;;;;;;;;;;;;;;;;purple;;;;;;;;0|i00arz:;;;;;;;;;;;;Nenhum;;;;;;0;2;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-205;Apresentando escolha A1 ao invés de texto;Bug;Concluído;Media;Itens concluídos;Thiago Morina;Luiz Carlos de Miranda;Luiz Carlos de Miranda;2024-01-22 08:14:00;;24/jan/24 4:03 PM;2024-01-24 15:35:00;;;;;0;1;image-20240122-111405.png;;;;;;;;!image-20240122-111405.png|width=353,height=449!;;;;;;;QUIPUX;24/jan/24 3:35 PM;Itens concluídos;Chatbot;;;;;;;;;;;;;;;;purple;;;;;;;;0|i00arr:;;;;;;;;;;;;Nenhum;;;;;;0;2;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-204;Sistema permitiu o tratamento do atendente para uma solicitação que foi cancelada antes de finalizar tratamento;Bug;Concluído;Media;Itens concluídos;Thiago Morina;Luiz Carlos de Miranda;Luiz Carlos de Miranda;2024-01-19 17:54:00;;05/abr/24 11:30 AM;2024-04-05 11:30:00;;;;03/abr/24;0;2;image-20240119-205443.png;;;;;;;;!image-20240119-205443.png|width=1163,height=538!;;;;;;;QUIPUX;05/abr/24 11:30 AM;Itens concluídos;Atende;;;;;;;;;;;;;;;;purple;;;;;;;;0|i00arj:;;;;;;Atrasado;;;;;;Nenhum;;;;2024-03-04 18:08:00;;45;76;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-203;Fazer a correção para que todos os documentos que já foram avaliados, fiquem com a opção de “check” marcada;Bug;Concluído;Media;Itens concluídos;Thiago Morina;Luiz Carlos de Miranda;Luiz Carlos de Miranda;2024-01-19 15:59:00;;24/jan/24 4:04 PM;2024-01-24 15:35:00;;;;;0;1;;;;;;;;;;;;;;;;QUIPUX;24/jan/24 3:35 PM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i00arb:;;;;;;;;;;;;Nenhum;;;;;;0;4;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-202;Identificação do dispositivo utilizado na videoconferência;Melhoria;Concluído;Media;Itens concluídos;Thiago Morina;Luiz Carlos de Miranda;Luiz Carlos de Miranda;2024-01-19 14:24:00;;22/fev/24 10:23 AM;2024-02-22 10:23:00;;;;;0;2;;;;;;;;;;;;;;;;QUIPUX;22/fev/24 10:23 AM;Itens concluídos;Director;;;;;;;;;;;;;;;;purple;;;;;;;;0|i00aqn:;;;;;;;;;;;;Nenhum;;;;2024-02-22 08:49:00;;33;33;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-200;E-mail de avaliação do atendimento do serviço sendo enviado mesmo após o cidadão ter feito avaliação;Bug;Concluído;Media;Itens concluídos;Thiago Morina;Luiz Carlos de Miranda;Luiz Carlos de Miranda;2024-01-19 13:11:00;;26/jan/24 11:29 AM;2024-01-26 11:29:00;;;;;0;1;image-20240119-161236.png;;;;;;;;!image-20240119-161236.png|width=1085,height=595!;;;;;;;QUIPUX;26/jan/24 11:29 AM;Itens concluídos;Avaliação de atendimento;;;;;;;;;;;;;;;;purple;;;;;;;;0|i00apz:;;;;;;;;;;;;Nenhum;;;;;;0;6;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-199;Template do SMS e e-mail com URLs incorretas;Bug;Concluído;Media;Itens concluídos;Thiago Morina;Luiz Carlos de Miranda;Luiz Carlos de Miranda;2024-01-19 12:59:00;;04/mar/24 6:31 PM;2024-03-04 18:31:00;;;;29/fev/24;0;2;WhatsApp Image 2024-01-19 at 12.57.44.jpeg;;;;;;;;SMS enviados para serviços em produção estão com templates indicando URLs incorretas (homologação);;;;;;;QUIPUX;04/mar/24 6:31 PM;Itens concluídos;Mensageria;;;;;;;;;;;;;;;;purple;;;;;;;;0|i00apr:;;;;;;;;;;;;Nenhum;;;;2024-02-22 09:39:00;;33;45;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-198;Botão avaliar atendimento não funciona no serviço síncrono para IOS;Bug;Concluído;Media;Itens concluídos;Thiago Morina;Luiz Carlos de Miranda;Luiz Carlos de Miranda;2024-01-18 15:48:00;22/mai/24 11:35 AM;22/mai/24 11:35 AM;2024-05-22 11:35:00;;;;08/mai/24;0;3;WhatsApp Image 2024-01-18 at 15.47.08.jpeg;;;;;;;;!WhatsApp Image 2024-01-18 at 15.47.08.jpeg|width=738,height=1600!;;;;;;;QUIPUX;22/mai/24 11:35 AM;Itens concluídos;Videoconferência;;;;;;;;;;;;;;;;purple;;;;;;;;0|i00aov:;;;;;;;;;;;;Nenhum;;;;2024-02-22 10:26:00;;34;124;;Alex;Erro;OABDRJ-198;;"Botão avaliar atendimento não funciona no serviço síncrono para IOS
Vide imagem ilustrativa no card";DSV;;;V4.21;2024-02-05 00:00:00;2024-08-05 00:00:00;Card resolvido;RJ;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-197;o campo CPF para solicitação de terceiros está sem máscara de CPF permitindo qualquer quantidade de dígito;Bug;Concluído;Media;Itens concluídos;Thiago Morina;Luiz Carlos de Miranda;Luiz Carlos de Miranda;2024-01-18 12:57:00;;24/jan/24 4:10 PM;2024-01-24 15:37:00;;;;;0;1;image-20240118-155446.png;;;;;;;;!image-20240118-155446.png|width=1267,height=559!;;;;;;;QUIPUX;24/jan/24 3:37 PM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i00an3:;;;;;;;;;;;;Nenhum;;;;;;0;6;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-196;Relatório de faturamento com informações dos serviços síncronos e assíncronos;Bug;Concluído;Media;Itens concluídos;Thiago Morina;Luiz Carlos de Miranda;Luiz Carlos de Miranda;2024-01-18 12:40:00;;05/mar/24 9:08 AM;2024-03-05 09:08:00;;;;01/mar/24;0;2;;;;;;;;;"1-Os atendimentos virtuais (assíncronos e síncronos) direcionando para uma unidade, por hora o Ronaldo tinha pedido Caxias.
2-Os atendimentos assíncronos contemplados neste relatório.
3-A contabilização dos atendimentos assíncronos por análise.";;;;;;;QUIPUX;05/mar/24 9:08 AM;Itens concluídos;Director;;;;;;;;;;;;;Impediment;;;purple;;;;;;;;0|i00amv:;;;;;;Atrasado;;;;;;Nenhum;;;;2024-02-22 08:48:00;;34;46;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-195;Alinhar o conteúdo do campo data a esquerda conforme demais itens;Melhoria;Concluído;Media;Itens concluídos;Thiago Morina;Luiz Carlos de Miranda;Luiz Carlos de Miranda;2024-01-18 11:46:00;;24/jan/24 4:12 PM;2024-01-24 15:37:00;;;;;0;1;WhatsApp Image 2024-01-18 at 09.49.27.jpeg;;;;;;;;;;;;;;;QUIPUX;24/jan/24 3:37 PM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;;;;purple;;;;;;;;0|i00amn:;;;;;;;;;;;;Nenhum;;;;;;0;6;;;;;;;;;;;;;;;;;;;;;;;;
RJ - Comitê Técnico - Web;OABDRJ-194;Erro ao enviar solicitação tanto para inicial e retorno de recusa;Bug;Concluído;Media;Itens concluídos;Thiago Morina;Luiz Carlos de Miranda;Luiz Carlos de Miranda;2024-01-18 11:19:00;;26/jan/24 11:32 AM;2024-01-26 11:32:00;;;;;0;1;image-20240118-141730.png;;;;;;;;!image-20240118-141730.png|width=1246,height=499!;;;;;;;QUIPUX;26/jan/24 11:32 AM;Itens concluídos;Interface Cidadão;;;;;;;;;;;;;Impediment;;;purple;;;;;;;;0|i00amf:;;;;;;;;;;;;Nenhum;;;;;;0;8;;;;;;;;;;;;;;;;;;;;;;;;
